player_id,player_name,player_position,team_id
659,Shepeliev                                         ,Midfielder     ,20
660,Richards                                          ,Defender       ,7
661,Julien                                            ,Defender       ,18
662,Oğuzhan Özyakup                                   ,Midfielder     ,32
663,Daramy                                            ,Forward        ,12
664,Henrichs                                          ,Defender       ,29
665,Choupo-Moting                                     ,Midfielder     ,7
666,Yusuf Yazıcı                                      ,Midfielder     ,9
667,Icardi                                            ,Forward        ,13
668,McAtee                                            ,Midfielder     ,4
669,Lovato                                            ,Defender       ,25
670,Palmer                                            ,Midfielder     ,4
671,Paulo Bernardo                                    ,Midfielder     ,5
672,Kjærgaard                                         ,Midfielder     ,11
673,Taylor                                            ,Midfielder     ,12
674,Francisco Conceição                               ,Forward        ,26
675,F. Nmecha                                         ,Midfielder     ,19
676,Pepê                                              ,Forward        ,26
677,Al. Miranchuk                                     ,Forward        ,25
678,Edwards                                           ,Forward        ,14
679,Radonjić                                          ,Forward        ,5
680,Mengi                                             ,Defender       ,16
681,Wesley                                            ,Forward        ,17
682,Mandi                                             ,Defender       ,3
683,Kudus                                             ,Midfielder     ,12
684,Novoa                                             ,Midfielder     ,29
685,Lihadji                                           ,Forward        ,9
686,Bernardo                                          ,Defender       ,11
687,Tijani                                            ,Midfielder     ,11
688,Ben Arfa                                          ,Midfielder     ,9
689,Óscar Rodríguez                                   ,Midfielder     ,21
690,Shoretire                                         ,Midfielder     ,16
691,Heaton                                            ,Goalkeeper     ,16
692,Stanišić                                          ,Defender       ,7
693,Knauff                                            ,Midfielder     ,24
694,Maldini                                           ,Forward        ,31
695,Moukoko                                           ,Forward        ,24
696,Iván Romero                                       ,Forward        ,21
697,Flávio Nazinho                                    ,Defender       ,14
698,Balde                                             ,Defender       ,27
699,Tillman                                           ,Midfielder     ,7
700,Peña                                              ,Defender       ,3
701,Ricard Puig                                       ,Midfielder     ,27
702,Berkay Vardar                                     ,Midfielder     ,32
703,Carson                                            ,Goalkeeper     ,4
704,Eric Ramirez                                      ,Forward        ,20
705,Cojocaru                                          ,Midfielder     ,18
706,Javi Serrano                                      ,Midfielder     ,6
707,Agüero                                            ,Forward        ,27
708,Ramsey                                            ,Midfielder     ,15
709,Kravtsov                                          ,Midfielder     ,23
710,Bradarić                                          ,Defender       ,9
711,Ozdoev                                            ,Midfielder     ,23
712,Bruno Costa                                       ,Midfielder     ,26
713,Raba                                              ,Midfielder     ,3
714,Iborra                                            ,Midfielder     ,3
715,Bonnah                                            ,Midfielder     ,29
716,Sensi                                             ,Midfielder     ,10
717,Lednev                                            ,Midfielder     ,20
718,Zhegrova                                          ,Midfielder     ,9
719,Seferović                                         ,Forward        ,5
720,Zakaria                                           ,Midfielder     ,15
721,Dário Essugo                                      ,Midfielder     ,14
722,Spielmann                                         ,Midfielder     ,28
723,Izquierdo                                         ,Forward        ,17
724,Chiellini                                         ,Defender       ,15
725,Dina Ebimbe                                       ,Midfielder     ,13
726,Sulejmani                                         ,Midfielder     ,28
727,Delap                                             ,Forward        ,4
728,Mbete                                             ,Defender       ,4
729,Kolarov                                           ,Defender       ,10
730,Šimić                                             ,Forward        ,11
731,Guindo                                            ,Defender       ,11
732,Dentinho                                          ,Midfielder     ,22
733,Shevchenko                                        ,Goalkeeper     ,22
734,Maier                                             ,Midfielder     ,28
735,Luca Pellegrini                                   ,Defender       ,15
736,Kuznetsov                                         ,Forward        ,23
737,Eile                                              ,Defender       ,30
738,Ginczek                                           ,Forward        ,19
739,Savage                                            ,Midfielder     ,16
740,Iqbal                                             ,Midfielder     ,16
741,Da Graca                                          ,Forward        ,15
742,Miretti                                           ,Midfielder     ,15
743,Gil Dias                                          ,Midfielder     ,5
744,Rodrigo Ribeiro                                   ,Forward        ,14
745,Cojocari                                          ,Defender       ,18
746,Maouassa                                          ,Defender       ,17
747,Zesiger                                           ,Defender       ,28
